-31.49808	-64.31036	-31.48808	-64.30036	(1,1)
-31.49808	-64.30036	-31.48808	-64.29036	(1,2)
-31.49808	-64.29036	-31.48808	-64.28036	(1,3)
-31.49808	-64.28036	-31.48808	-64.27036	(1,4)
-31.49808	-64.27036	-31.48808	-64.26036	(1,5)
-31.49808	-64.26036	-31.48808	-64.25036	(1,6)
-31.49808	-64.25036	-31.48808	-64.24036	(1,7)
-31.49808	-64.24036	-31.48808	-64.23036	(1,8)
-31.49808	-64.23036	-31.48808	-64.22036	(1,9)
-31.49808	-64.22036	-31.48808	-64.21036	(1,10)
-31.49808	-64.21036	-31.48808	-64.20036	(1,11)
-31.49808	-64.20036	-31.48808	-64.19036	(1,12)
-31.49808	-64.19036	-31.48808	-64.18036	(1,13)
-31.49808	-64.18036	-31.48808	-64.17036	(1,14)
-31.49808	-64.17036	-31.48808	-64.16036	(1,15)
-31.49808	-64.16036	-31.48808	-64.15036	(1,16)
-31.49808	-64.15036	-31.48808	-64.14036	(1,17)
-31.49808	-64.14036	-31.48808	-64.13036	(1,18)
-31.49808	-64.13036	-31.48808	-64.12036	(1,19)
-31.49808	-64.12036	-31.48808	-64.11036	(1,20)
-31.49808	-64.11036	-31.48808	-64.10036	(1,21)
-31.49808	-64.10036	-31.48808	-64.09036	(1,22)
-31.49808	-64.09036	-31.48808	-64.08036	(1,23)
-31.49808	-64.08036	-31.48808	-64.07036	(1,24)
-31.49808	-64.07036	-31.48808	-64.06036	(1,25)
-31.48808	-64.31036	-31.47809	-64.30036	(2,1)
-31.48808	-64.30036	-31.47809	-64.29036	(2,2)
-31.48808	-64.29036	-31.47809	-64.28036	(2,3)
-31.48808	-64.28036	-31.47809	-64.27036	(2,4)
-31.48808	-64.27036	-31.47809	-64.26036	(2,5)
-31.48808	-64.26036	-31.47809	-64.25036	(2,6)
-31.48808	-64.25036	-31.47809	-64.24036	(2,7)
-31.48808	-64.24036	-31.47809	-64.23036	(2,8)
-31.48808	-64.23036	-31.47809	-64.22036	(2,9)
-31.48808	-64.22036	-31.47809	-64.21036	(2,10)
-31.48808	-64.21036	-31.47809	-64.20036	(2,11)
-31.48808	-64.20036	-31.47809	-64.19036	(2,12)
-31.48808	-64.19036	-31.47809	-64.18036	(2,13)
-31.48808	-64.18036	-31.47809	-64.17036	(2,14)
-31.48808	-64.17036	-31.47809	-64.16036	(2,15)
-31.48808	-64.16036	-31.47809	-64.15036	(2,16)
-31.48808	-64.15036	-31.47809	-64.14036	(2,17)
-31.48808	-64.14036	-31.47809	-64.13036	(2,18)
-31.48808	-64.13036	-31.47809	-64.12036	(2,19)
-31.48808	-64.12036	-31.47809	-64.11036	(2,20)
-31.48808	-64.11036	-31.47809	-64.10036	(2,21)
-31.48808	-64.10036	-31.47809	-64.09036	(2,22)
-31.48808	-64.09036	-31.47809	-64.08036	(2,23)
-31.48808	-64.08036	-31.47809	-64.07036	(2,24)
-31.48808	-64.07036	-31.47809	-64.06036	(2,25)
-31.47809	-64.31036	-31.46808	-64.30036	(3,1)
-31.47809	-64.30036	-31.46808	-64.29036	(3,2)
-31.47809	-64.29036	-31.46808	-64.28036	(3,3)
-31.47809	-64.28036	-31.46808	-64.27036	(3,4)
-31.47809	-64.27036	-31.46808	-64.26036	(3,5)
-31.47809	-64.26036	-31.46808	-64.25036	(3,6)
-31.47809	-64.25036	-31.46808	-64.24036	(3,7)
-31.47809	-64.24036	-31.46808	-64.23036	(3,8)
-31.47809	-64.23036	-31.46808	-64.22036	(3,9)
-31.47809	-64.22036	-31.46808	-64.21036	(3,10)
-31.47809	-64.21036	-31.46808	-64.20036	(3,11)
-31.47809	-64.20036	-31.46808	-64.19036	(3,12)
-31.47809	-64.19036	-31.46808	-64.18036	(3,13)
-31.47809	-64.18036	-31.46808	-64.17036	(3,14)
-31.47809	-64.17036	-31.46808	-64.16036	(3,15)
-31.47809	-64.16036	-31.46808	-64.15036	(3,16)
-31.47809	-64.15036	-31.46808	-64.14036	(3,17)
-31.47809	-64.14036	-31.46808	-64.13036	(3,18)
-31.47809	-64.13036	-31.46808	-64.12036	(3,19)
-31.47809	-64.12036	-31.46808	-64.11036	(3,20)
-31.47809	-64.11036	-31.46808	-64.10036	(3,21)
-31.47809	-64.10036	-31.46808	-64.09036	(3,22)
-31.47809	-64.09036	-31.46808	-64.08036	(3,23)
-31.47809	-64.08036	-31.46808	-64.07036	(3,24)
-31.47809	-64.07036	-31.46808	-64.06036	(3,25)
-31.46808	-64.31036	-31.45809	-64.30036	(4,1)
-31.46808	-64.30036	-31.45809	-64.29036	(4,2)
-31.46808	-64.29036	-31.45809	-64.28036	(4,3)
-31.46808	-64.28036	-31.45809	-64.27036	(4,4)
-31.46808	-64.27036	-31.45809	-64.26036	(4,5)
-31.46808	-64.26036	-31.45809	-64.25036	(4,6)
-31.46808	-64.25036	-31.45809	-64.24036	(4,7)
-31.46808	-64.24036	-31.45809	-64.23036	(4,8)
-31.46808	-64.23036	-31.45809	-64.22036	(4,9)
-31.46808	-64.22036	-31.45809	-64.21036	(4,10)
-31.46808	-64.21036	-31.45809	-64.20036	(4,11)
-31.46808	-64.20036	-31.45809	-64.19036	(4,12)
